Accident_ID,Date_Time,Location,Vehicle_Type,Weather_Condition,Road_Condition,Cause,Accident_Report
16c1b127-0366-4939-a055-22b7e22214a4,2024-02-03 07:21:30,Crimson Bend,Truck,Snowy,Dry,Sharp curve without warning signs,"On a snowy day, a truck encountered an accident at Crimson Bend due to sharp curve without warning signs. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
353d2c5a-c723-4f72-ad0f-e3ac1a3e4bda,2024-06-18 01:31:30,Frostpoint Street,Bus,Overcast,Oily,Sharp curve without warning signs,"On a overcast day, a bus encountered an accident at Frostpoint Street due to sharp curve without warning signs. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
bad3d5ca-3886-4365-a1ac-127fa91e3a9e,2024-11-27 21:14:30,Duskmire Intersection,Auto Rickshaw,Foggy,Wet,Improper signage near construction site,"On a foggy day, a auto rickshaw encountered an accident at Duskmire Intersection due to improper signage near construction site. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
aa94a129-07e5-4726-8df4-4f2251c84f43,2024-10-05 11:57:30,Crimson Bend,Car,Clear,Oily,Brake failure on descent,"On a clear day, a car encountered an accident at Crimson Bend due to brake failure on descent. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
da51ca0b-905f-4567-968b-ecb4f7940bb1,2024-01-17 08:50:30,Nova Square,Bicycle,Clear,Oily,Improper signage near construction site,"On a clear day, a bicycle encountered an accident at Nova Square due to improper signage near construction site. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
ee913d27-171e-4b9e-a836-3285d86caf6a,2023-06-19 03:14:30,Moonvale Cross,Bike,Stormy,Icy,Driver distraction due to mobile phone,"On a stormy day, a bike encountered an accident at Moonvale Cross due to driver distraction due to mobile phone. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
83bda799-4aaf-455c-baac-62d67d6f1d1e,2023-08-02 21:44:30,Holloway Tunnel,Bus,Windy,Icy,Collision due to sudden lane change,"On a windy day, a bus encountered an accident at Holloway Tunnel due to collision due to sudden lane change. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
4b111d75-3281-45a1-b740-be0221bd6fe5,2023-08-17 01:26:30,Frostpoint Street,SUV,Overcast,Damaged,Sharp curve without warning signs,"On a overcast day, a suv encountered an accident at Frostpoint Street due to sharp curve without warning signs. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
aa1c689c-64c4-4a67-a030-e43dcb0e0615,2023-10-23 00:18:30,Crimson Bend,Truck,Rainy,Icy,Potholes causing vehicle imbalance,"On a rainy day, a truck encountered an accident at Crimson Bend due to potholes causing vehicle imbalance. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
c39c3c47-b77d-4394-9ddc-6e7e1415aa09,2023-11-15 14:39:30,Sunshadow Bridge,Auto Rickshaw,Foggy,Oily,Driver distraction due to mobile phone,"On a foggy day, a auto rickshaw encountered an accident at Sunshadow Bridge due to driver distraction due to mobile phone. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
83397d1a-bce0-4962-9703-e874dba0f12a,2023-10-02 17:13:30,Duskmire Intersection,Auto Rickshaw,Overcast,Icy,Brake failure on descent,"On a overcast day, a auto rickshaw encountered an accident at Duskmire Intersection due to brake failure on descent. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
44d36ca7-b2f9-43f0-a841-5406e8df9cfd,2024-07-22 16:06:30,Nova Square,SUV,Rainy,Wet,Sharp curve without warning signs,"On a rainy day, a suv encountered an accident at Nova Square due to sharp curve without warning signs. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
3db97b93-018f-46ed-b78e-63321dc8fad7,2024-10-31 07:01:30,Griffin Gate,SUV,Rainy,Icy,Brake failure on descent,"On a rainy day, a suv encountered an accident at Griffin Gate due to brake failure on descent. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
c5cab2f5-0828-48c8-b21c-21ecbed202c1,2024-06-18 14:24:30,Nova Square,Auto Rickshaw,Overcast,Icy,Sharp curve without warning signs,"On a overcast day, a auto rickshaw encountered an accident at Nova Square due to sharp curve without warning signs. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
793f0024-2798-44e6-883f-a74dc594d8cb,2023-11-30 05:27:30,Lumen Creek Boulevard,Van,Rainy,Damaged,Collision due to sudden lane change,"On a rainy day, a van encountered an accident at Lumen Creek Boulevard due to collision due to sudden lane change. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
4b4998ed-4013-435a-9dbd-b0c7f108471b,2024-08-09 02:43:30,Northbridge Avenue,Bike,Snowy,Damaged,Sharp curve without warning signs,"On a snowy day, a bike encountered an accident at Northbridge Avenue due to sharp curve without warning signs. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
ab44af8d-2a29-4e4a-853a-c95f6a83fd7b,2024-06-09 16:37:30,Ironforge Underpass,Bicycle,Overcast,Dry,Poor visibility in fog,"On a overcast day, a bicycle encountered an accident at Ironforge Underpass due to poor visibility in fog. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
01c69d5d-90e7-4204-9fa8-c54e3be2eca6,2023-06-18 15:10:30,Frostpoint Street,Truck,Clear,Wet,Brake failure on descent,"On a clear day, a truck encountered an accident at Frostpoint Street due to brake failure on descent. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
a4276fdf-2588-4170-9ca9-d0cd7150d214,2024-03-07 22:16:30,Moonvale Cross,Car,Stormy,Dry,Animal crossing unexpectedly,"On a stormy day, a car encountered an accident at Moonvale Cross due to animal crossing unexpectedly. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
e21acd0f-7631-4cd7-ba27-f4bdc7b26806,2023-10-24 08:58:30,Holloway Tunnel,Car,Foggy,Wet,Potholes causing vehicle imbalance,"On a foggy day, a car encountered an accident at Holloway Tunnel due to potholes causing vehicle imbalance. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
60f7f9be-17e2-47d5-99e1-ccf2088929b7,2024-04-28 13:48:30,Moonvale Cross,Auto Rickshaw,Snowy,Oily,Slippery road due to rain,"On a snowy day, a auto rickshaw encountered an accident at Moonvale Cross due to slippery road due to rain. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
d577d821-4fff-431a-a31b-a9f4c1c24b47,2023-09-26 08:34:30,Quartz Hill Road,Auto Rickshaw,Foggy,Dry,Brake failure on descent,"On a foggy day, a auto rickshaw encountered an accident at Quartz Hill Road due to brake failure on descent. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
6524c236-9bfa-4daf-a545-e862a9880236,2024-11-26 16:36:30,Orion Heights Flyover,SUV,Foggy,Wet,Sharp curve without warning signs,"On a foggy day, a suv encountered an accident at Orion Heights Flyover due to sharp curve without warning signs. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
8039dab3-257c-4769-8e0e-07aa8f7dd9da,2023-11-22 16:43:30,Duskmire Intersection,Car,Windy,Oily,Improper signage near construction site,"On a windy day, a car encountered an accident at Duskmire Intersection due to improper signage near construction site. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
